Song,Artist,query_idx,channel_artist_same,video_title,video_channel,video_url
Touch Me,#1 Hits Now,2,False,straight to number one - (touch and go / lyrics),rachel reyes,https://www.youtube.com/watch?v=cXrtqiSt8Nw
What Makes You Beautiful,#1 Hits Now,0,True,what makes you beautiful,#1 hits now - topic,https://www.youtube.com/watch?v=BGcsdNN-cRE
Sweet Nothing,#1 Hits Now,0,True,sweet nothing,#1 hits now - topic,https://www.youtube.com/watch?v=eA-k0Zrkm3E
Takeoff,#1 Hits Now,0,True,takeoff,#1 hits now - topic,https://www.youtube.com/watch?v=Yxy9yD5X0S8
Safe and Sound,#1 Hits Now,1,True,safe and sound,#1 hits now - topic,https://www.youtube.com/watch?v=-yaKBvUxIu0
Turn Up the Love,#1 Hits Now,0,True,turn up the love,#1 hits now - topic,https://www.youtube.com/watch?v=AgE9_pmtyzU
Glad You Came,#1 Hits Now,2,True,glad you came,#1 hits now - topic,https://www.youtube.com/watch?v=OBFdQ2O8bYY
Settle Down,#1 Hits Now,0,True,settle down,#1 hits now - topic,https://www.youtube.com/watch?v=Ja5kUvVidoY
Mirror,#1 Hits Now,1,True,mirror,#1 hits now - topic,https://www.youtube.com/watch?v=3qIa-m7lfu0
Roll Up,#1 Hits Now,1,True,roll up,#1 hits now - topic,https://www.youtube.com/watch?v=kq51LYV3hDI
Don't You Worry Child,#1 Hits Now,0,True,don't you worry child,#1 hits now - topic,https://www.youtube.com/watch?v=yrTt3vBKlaI
Die in Your Arms,#1 Hits Now,0,True,die in your arms,#1 hits now - topic,https://www.youtube.com/watch?v=cn-K57q4b5g
Climax,#1 Hits Now,1,True,climax,#1 hits now - topic,https://www.youtube.com/watch?v=-PypvqllRa8
Dedication to My Ex (Miss That),#1 Hits Now,0,True,dedication to my ex (miss that),#1 hits now - topic,https://www.youtube.com/watch?v=97YoTNu-P5o
Me and Mrs. Jones,#1 Hits Now,0,False,billy paul - me and mrs. jones (official audio),billy paul,https://www.youtube.com/watch?v=NYOQDnWFXYI
Harder Than You Think,#1 Hits Now,0,True,harder than you think,#1 hits now - topic,https://www.youtube.com/watch?v=zp7ArP6ZpyM
Billie Jean,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,0,True,billie jean,60's 70's 80's 90's hits - topic,https://www.youtube.com/watch?v=Lflhlf__G3Q
Y.M.C.A.,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,0,True,y.m.c.a.,#1 hits now - topic,https://www.youtube.com/watch?v=EUAbE_Vn8jU
Runaround Sue,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,9,False,the four seasons - sherry (official audio),rhino,https://www.youtube.com/watch?v=jMcWldfg28s
Barbie Girl,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,5,False,finish the lyrics 80s 90s 00s | most popular songs of all time | music quiz 🎵,whizquizz,https://www.youtube.com/watch?v=-t-j0u6Ed78
Downtown,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,5,False,kc & the sunshine band - get down tonight (hq with lyrics),disc070s,https://www.youtube.com/watch?v=LHEsE9yN2CY
Pokemon Theme,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,6,True,pound the alarm,#1 hits now - topic,https://www.youtube.com/watch?v=VleFo7B93zg
Sunny,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,4,False,boney m. - sunny (official audio),boney m.,https://www.youtube.com/watch?v=ghGiv7YLC7Q
Can't Take My Eyes Off You,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,1,False,frankie valli - can't take my eyes off you (official audio),rhino,https://www.youtube.com/watch?v=J36z7AnhvOM
Little Drummer Boy,#1 Holiday,0,True,little drummer boy,#1 holiday carolers - topic,https://www.youtube.com/watch?v=bsisM-Mxd7E
Obsesion (Remix Version),#1 Hits Now| Workout Remix Factory| DJ ReMix Factory,2,True,love song,dj remix factory - topic,https://www.youtube.com/watch?v=1-DL9XyspgY
We Need a Little Christmas,#1 Holiday,0,True,we need a little christmas,#1 holiday carolers - topic,https://www.youtube.com/watch?v=MVAlPis5PYM
Jingle Bell Rock,#1 Holiday,0,True,jingle bell rock,#1 holiday carolers - topic,https://www.youtube.com/watch?v=HScRPbimZoE
It's Beginning to Look a Lot Like Christmas,#1 Holiday,0,True,it's beginning to look a lot like christmas,#1 holiday carolers - topic,https://www.youtube.com/watch?v=QFYpmrdQGUI
Joe le taxi (Remix),#1 Hits Now| Workout Remix Factory| DJ ReMix Factory,8,False,roberta flack - killing me softly with his song (official audio),rhino,https://www.youtube.com/watch?v=DEbi_YjpA-Y
December Song,#1 Holiday,0,True,december song,#1 holiday carolers - topic,https://www.youtube.com/watch?v=U8ezzDPF2Ts
Here Comes Santa Claus,#1 Holiday,0,True,here comes santa claus,#1 holiday carolers - topic,https://www.youtube.com/watch?v=gtdjHgLtj6U
You're a Mean One| Mr. Grinch,#1 Holiday,0,True,"you're a mean one, mr. grinch",#1 holiday carolers - topic,https://www.youtube.com/watch?v=SQNvwoMgyo4
Rudolph| The Red Nosed Reindeer,#1 Holiday,0,True,"rudolph, the red nosed reindeer",#1 holiday carolers - topic,https://www.youtube.com/watch?v=o6rUBnwpPNI
All I Want for Christmas Is You,#1 Holiday,0,True,all i want for christmas is you,#1 holiday carolers - topic,https://www.youtube.com/watch?v=syrUWuD9Hbg
Santa Claus Is Comin' To Town,#1 Holiday,0,True,santa claus is comin' to town,#1 holiday carolers - topic,https://www.youtube.com/watch?v=1aML4Jy08XM
Viva la Vida (Dance Remix),#1 Hits Now| Workout Remix Factory| DJ ReMix Factory,8,True,blow me (one last kiss) (running workout 138 bpm),workout remix factory - topic,https://www.youtube.com/watch?v=F8kgO2VsgdI
Last Christmas,#1 Holiday,0,True,last christmas,#1 holiday carolers - topic,https://www.youtube.com/watch?v=GKpSzvdfhnU
Don't Shoot Me| Santa,#1 Holiday,0,True,"don't shoot me, santa",#1 holiday carolers - topic,https://www.youtube.com/watch?v=KO68JvKtBk8
I Saw Mommy Kissing Santa Claus,#1 Holiday,0,True,i saw mommy kissing santa claus,#1 holiday carolers - topic,https://www.youtube.com/watch?v=Vle-vAJYGNE
Please Come Back Home,#1 Holiday,4,False,darlene love - christmas (baby please come home) (official audio),darlene love,https://www.youtube.com/watch?v=4EvZOXEoJ84
Little Saint Nick,#1 Holiday,0,True,little saint nick,#1 holiday carolers - topic,https://www.youtube.com/watch?v=ifXelcMpIf4
Once Upon a Christmas Song,#1 Holiday,0,True,once upon a christmas song,#1 holiday carolers - topic,https://www.youtube.com/watch?v=6WgofUB-qM4
Jingle Bells,#1 Holiday,0,True,jingle bells,#1 holiday carolers - topic,https://www.youtube.com/watch?v=c89XAkGYRrY
Mistletoe,#1 Holiday,0,True,mistletoe,#1 holiday carolers - topic,https://www.youtube.com/watch?v=DgHERsPuGkI
My Favorite Things,#1 Holiday,0,True,my favorite things,#1 holiday carolers - topic,https://www.youtube.com/watch?v=tAfdlAOCwX4
Go Tell It On the Mountain,#1 Holiday,0,True,go tell it on the mountain,#1 holiday carolers - topic,https://www.youtube.com/watch?v=q_PeZ7gyOQM
Silent Night (Karaoke Version),#1 Holiday Carolers,4,False,jingle bells with lyrics | christmas songs hd | christmas songs and carols,christmas songs and carols - love to sing,https://www.youtube.com/watch?v=3CWJNqyub3o
I'll Be Home for Christmas,#1 Holiday,0,True,i'll be home for christmas,#1 holiday carolers - topic,https://www.youtube.com/watch?v=b2C_6FLKiUY
Requiem Pie Jesu,#1 Holiday,0,True,requiem pie jesu,#1 holiday carolers - topic,https://www.youtube.com/watch?v=0iW-cGeRz7o
The Christmas Song (Chestnuts Roasting On an Open Fire),#1 Holiday,0,True,the christmas song (chestnuts roasting on an open fire),#1 holiday carolers - topic,https://www.youtube.com/watch?v=aOWJskZnyxI
Holly Jolly Christmas,#1 Holiday,0,True,holly jolly christmas,#1 holiday carolers - topic,https://www.youtube.com/watch?v=YB5NHnNk6nw
Feliz Navidad (Originally Performed By Jose Feliciano) [Karaoke Version],#1 Holiday Carolers,4,True,feliz navidad,#1 holiday carolers - topic,https://www.youtube.com/watch?v=G1NQMF7ZR3M
Have Yourself a Merry Little Christmas,#1 Holiday,0,True,have yourself a merry little christmas,#1 holiday carolers - topic,https://www.youtube.com/watch?v=DEZ4RaCt9d4
The Chicken Dance,#1 Party Band,0,True,the chicken dance,#1 party band - topic,https://www.youtube.com/watch?v=-xvVsZsvD4c
California Gurls (Katy Perry feat. Snoop Dogg Instrumental),#1 Katy Perry Tribute Band,1,True,california gurls (katy perry feat. snoop dogg tribute),#1 katy perry tribute band - topic,https://www.youtube.com/watch?v=Zwn_--SZcO0
California Gurls (Katy Perry feat. Snoop Dogg Tribute),#1 Katy Perry Tribute Band,0,True,california gurls (katy perry feat. snoop dogg tribute),#1 katy perry tribute band - topic,https://www.youtube.com/watch?v=Zwn_--SZcO0
Supafreak (2 Chainz & Young Jeezy Tribute),#1 Music Now,0,True,supafreak (2 chainz & young jeezy tribute),#1 music now - topic,https://www.youtube.com/watch?v=qOhqKgsOKDU
Supafreak Instrumental (2chainz & Young Jeezy Tribute),#1 Music Now,1,True,supafreak (2 chainz & young jeezy tribute),#1 music now - topic,https://www.youtube.com/watch?v=qOhqKgsOKDU
American Bad Ass (Made Famous by Kid Rock),#1 Rock Heroes,0,True,american bad ass (made famous by kid rock),#1 rock heroes - topic,https://www.youtube.com/watch?v=Smte1WYIBGw
Jeep Pulls in and Idles,#1 Sound Effects,7,True,sound effects - truck engine (start & acelerator and switch off),sound effect,https://www.youtube.com/watch?v=wLmw1fKu9JI
Born Free (Made Famous by Kid Rock),#1 Rock Heroes,0,True,born free (made famous by kid rock),#1 rock heroes - topic,https://www.youtube.com/watch?v=KvFWX-wNPwU
I Am The Bullgod (Made Famous by Kid Rock),#1 Rock Heroes,0,True,i am the bullgod (made famous by kid rock),#1 rock heroes - topic,https://www.youtube.com/watch?v=uYp97d6R3hE
One Night in Ibiza,#1 Tribute Hits Now,0,True,one night in ibiza,#1 tribute hits now - topic,https://www.youtube.com/watch?v=_bt9ZlBOeds
Jealousy,#1 Tribute Hits Now,0,True,jealousy,#1 tribute hits now - topic,https://www.youtube.com/watch?v=WBMKCPjOrQo
Called Out In The Dark,#1 Tribute Hits Now,0,True,called out in the dark,#1 tribute hits now - topic,https://www.youtube.com/watch?v=v6MQYBXhl7Y
Not Just a Pretty Hair Style,#Findyourmagic,0,True,not just a pretty hair style,#findyourmagic - topic,https://www.youtube.com/watch?v=mRltbI25Vyo
Party Favors,#GetitIndy,1,True,getitindy - party favors (prod by #slghtwrk),getitindy,https://www.youtube.com/watch?v=Ng0XY-fv4Lk
My Woman (feat. Jeremy Nicolls),#Ami,0,True,my woman (feat. jeremy nicolls),#ami - topic,https://www.youtube.com/watch?v=dC3PJAelW1I
Hurtful,#Iamcj,1,True,#iamcj - don't compare,#iamcj,https://www.youtube.com/watch?v=nuF61fcAED8
Humpty Dumpty,#Nursery Rhymes,6,False,humpty dumpty sat on a wall with lyrics - baby songs,geethanjali kids - rhymes and stories,https://www.youtube.com/watch?v=kVs8TCYiuco
Baa Baa Black Sheep,#Nursery Rhymes,1,False,baa baa black sheep children's song with lyrics,twinkle little songs - nursery rhymes,https://www.youtube.com/watch?v=CRHvTTOR8Ns
Pat-a-Cake| Pat-a-Cake,#Nursery Rhymes,6,False,pat-a cake pat-a-cake baker's man song with lyrics,kidsclub,https://www.youtube.com/watch?v=fc0sXzDCp4U
Murder Scene,#Kingdev,0,True,murder scene,kingdev - topic,https://www.youtube.com/watch?v=t8L7ypuZgII
Chances,#Iamcj,1,True,out of my head,#iamcj,https://www.youtube.com/watch?v=pHcG7ZrR3i8
L.E.V.E.L.S.,#Iamcj,0,True,iamcj is a cheat?,iamcj,https://www.youtube.com/watch?v=Xqqc_WW9NZM
Twinkle Twinkle Little Star,#Nursery Rhymes,3,False,twinkle twinkle little star - nursery rhymes with lyrics,infobells,https://www.youtube.com/watch?v=-JRJibhgwUQ
Wife Her,#Kingdev,4,False,beef x dav lyric - pink sprite (prod by ricandthadeus) [thizzler.com],thizzler on the roof,https://www.youtube.com/watch?v=gmjg-yZJpZA
#Handsup,#Mok#,4,False,"#mok# ""weekend"" (lyric)",thehiddenofrock,https://www.youtube.com/watch?v=9nlcy9xHgfQ
Three Blind Mice,#Nursery Rhymes,6,True,three blind mice,nursery rhymes,https://www.youtube.com/watch?v=7YEVHnk9wto
This Little Pig,#Nursery Rhymes,2,False,this little piggy with lyrics | liv kids nursery rhymes and songs | hd,liv kids,https://www.youtube.com/watch?v=_ny32uR4-jM
Bingo,#Nursery Rhymes,5,False,bingo dog song - nursery rhyme with lyrics - cartoon animation rhymes & songs for children,chuchu tv nursery rhymes & kids songs,https://www.youtube.com/watch?v=dC7tUcRCS58
I'm a Little Teapot,#Nursery Rhymes,0,False,i'm a little teapot (with lyrics) - nursery rhymes by eflashapps,eflashapps,https://www.youtube.com/watch?v=B6en-O5yF0o
Hey Diddle Diddle,#Nursery Rhymes,4,False,hey diddle diddle the cat and the fiddle with lyrics | liv kids nursery rhymes and songs | hd,liv kids,https://www.youtube.com/watch?v=H3aJhUYt8D4
Little Bo Peep,#Nursery Rhymes,7,False,little bo peep has lost her sheep with lyrics | liv kids nursery rhymes and kids songs | hd,liv kids,https://www.youtube.com/watch?v=J_77lnVg5FY
Polly Put the Kettle On,#Nursery Rhymes,1,False,polly put the kettle on | nursery rhymes with lyrics | baby songs - preschool rhymes,geethanjali - nursery rhymes,https://www.youtube.com/watch?v=39mWNYe2keU
The Itsy Bitsy Spider,#Nursery Rhymes,6,False,itsy bitsy spider • nursery rhymes song with lyrics • animated cartoon for kids,"kids' songs, from bussongs.com",https://www.youtube.com/watch?v=qIT-C7lxqp8
Pop Goes the Weasel,#Nursery Rhymes,3,False,pop goes the weasel with lyrics | nursery rhymes for kids,kids rhymes,https://www.youtube.com/watch?v=Czq9med3Nes
Jack and Jill,#Nursery Rhymes,4,False,jack and jill went up the hill with lyrics | liv kids nursery rhymes and songs | hd,liv kids,https://www.youtube.com/watch?v=4SW73WIeWJQ
Sing a Song of Sixpence,#Nursery Rhymes,0,False,sing a song of sixpence with lyrics | liv kids nursery rhymes and songs | hd,liv kids,https://www.youtube.com/watch?v=dkOcfTwTNPI
Row Row Row the Boat,#Nursery Rhymes,0,False,row row row your boat with lyrics | liv kids nursery rhymes and songs | hd,liv kids,https://www.youtube.com/watch?v=fDR_pRHYMGA
Mary Had a Little Lamb,#Nursery Rhymes,0,False,mary had a little lamb nursery rhyme with lyrics - cartoon animation rhymes & songs for children,chuchu tv nursery rhymes & kids songs,https://www.youtube.com/watch?v=CkRdvGmcCBE
Hot Cross Buns,#Nursery Rhymes,7,False,hot cross buns with lyrics | kids action song | sing and dance with bella,sing with bella,https://www.youtube.com/watch?v=fap1n5NtkkM
Hickory Dickory Dock,#Nursery Rhymes,2,True,"hickory, dickory, dock",nursery rhymes,https://www.youtube.com/watch?v=ECoqSd6mHYA
The Farmer's in the Dell,#Nursery Rhymes,3,False,the farmer in the dell (with lyrics) | song for kids,rock 'n learn,https://www.youtube.com/watch?v=SjZbEEXys0o
This Old Man,#Nursery Rhymes,6,False,this old man with lyrics | liv kids nursery rhymes and songs | hd,liv kids,https://www.youtube.com/watch?v=xafNABkM30A
Here We Go Round the Mulberry Bush,#Nursery Rhymes,0,False,here we go round the mulberry bush with lyrics | liv kids nursery rhymes and songs | hd,liv kids,https://www.youtube.com/watch?v=NZ1a94-tNyw
Teddy Bears Picnic,#Nursery Rhymes,2,False,the teddy bears' picnic with lyrics | your favourite children's music,the power of song,https://www.youtube.com/watch?v=FsvApjfi7XU
Oranges and Lemons,#Nursery Rhymes,2,False,oranges and lemons sold for a penny - nursery rhyme with lyrics,geethanjali kids - rhymes and stories,https://www.youtube.com/watch?v=N54Mz_dH3pY
London Bridge Is Falling Down,#Nursery Rhymes,3,False,london bridge is falling down with actions and lyrics | kids action song | sing with bella,sing with bella,https://www.youtube.com/watch?v=qXHaMsAdbU0
Old Macdonald Had a Farm,#Nursery Rhymes,2,False,old macdonald had a farm • nursery rhymes song with lyrics • animated cartoon for kids,"kids' songs, from bussongs.com",https://www.youtube.com/watch?v=dpnUYVezBVw
Shitty Deal,#OccupySaxMan,0,True,shitty deal,#occupysaxman - topic,https://www.youtube.com/watch?v=Lq9sW22zV2w
Leave Forever,#ODAZ,2,False,odesza - love letter (feat. the knocks) - official audio,odesza,https://www.youtube.com/watch?v=BhbchgBlUPI
Detroit Beat Down,#OccupySaxMan,0,True,detroit beat down,#occupysaxman - topic,https://www.youtube.com/watch?v=mY6vpYZyLAw
Mr. Money,#OccupySaxMan,0,True,mr. money,#occupysaxman - topic,https://www.youtube.com/watch?v=0KYGa6M-8qs
#That Power (I'm Alive),#That Power,2,False,"that power - will.i.am (ft. justin bieber), lyrics",youtubegeek,https://www.youtube.com/watch?v=PiIfaO4lKlc
#That Power (I'm Alive) [Karaoke Version],#That Power,8,False,"that power - will.i.am (ft. justin bieber), lyrics",youtubegeek,https://www.youtube.com/watch?v=PiIfaO4lKlc
Corporations Are People My Friend,#OccupySaxMan,0,True,corporations are people my friend,#occupysaxman - topic,https://www.youtube.com/watch?v=PHxTbq3PjXk
Sólo necesito,#TocoParaVos,3,True,tocoparavos - solo necesito (vivo),tocoparavos,https://www.youtube.com/watch?v=MwlixZN61iE
Beautiful Stranger,#Taybangout,0,True,beautiful stranger,#taybangout,https://www.youtube.com/watch?v=wVzTK5fHvGg
J’aurais pas dû,$-Crew,5,False,$ crew j'aurais pas dû paroles lyrics,paroles music,https://www.youtube.com/watch?v=Czs4A0u-n1o
Airplanes,#Weare1tv,0,True,darkness,#weare1tv,https://www.youtube.com/watch?v=FjxPbecC2Gw
On va le faire,$-Crew,4,False,$-crew - on va le faire (paroles) (lyrics),ayoub khiri,https://www.youtube.com/watch?v=SN3BnkWwupI
Bi$Tari,#altceva,0,True,bi$tari,#altceva - topic,https://www.youtube.com/watch?v=uCzbRJyKyHU
Tryna Get On,$.W.A.G.,1,False,cardi b - wap feat. megan thee stallion [official audio],cardi b,https://www.youtube.com/watch?v=Wc5IbN4xw70
Kettering,#Raccune,1,True,kettering,raccune - topic,https://www.youtube.com/watch?v=xJZH3D-_BD0
This Is Goodbye,#standtogether,3,False,"kreek - ""stand together"" - official audio",frontiers music srl,https://www.youtube.com/watch?v=yvPpcEVI3eA
Démarre,$-Crew,3,False,$-crew démarre paroles lyrics,top paroles,https://www.youtube.com/watch?v=rrpf7x1T_Uw
Getting My Paper,$.W.A.G.,3,False,aitch x aj tracey - rain (lyrics) feat. tay keith,vibe music,https://www.youtube.com/watch?v=gewU7UEjNKk
The W,$.W.A.G.,4,False,wag na - realest cram ft. ck yg (lyrics),lyricsbeat studio,https://www.youtube.com/watch?v=tF9ELkRXUIg
When I Rep,$.W.A.G.,2,False,jamesy - wagwan intro ( official audio ),dg records,https://www.youtube.com/watch?v=E0iQ_kUMLYA
All To You,$.W.A.G.,6,False,"wag mahal ko- still one ft. joshua mari,homjoms lyrics(chillmusicplaylist🎶)",chill music playlist,https://www.youtube.com/watch?v=FLfl-6KESz8
Chone Chone,$.W.A.G.,0,False,yes yes show (lyrics) - parokya ni edgar,lyrictv 2.0,https://www.youtube.com/watch?v=-qyCMHDdKiM
Cinderella,$HO-TYME,4,False,"future, metro boomin - cinderella (lyrics)",vibe music,https://www.youtube.com/watch?v=pqex9rt-oZU
Keep It 100 (Spoken Word),$Bags,0,True,keep it 100 (spoken word),$bags - topic,https://www.youtube.com/watch?v=6AxApuCOR44
Go Solo,$HO-TYME,2,False,zwette feat. tom rosenthal - go solo (letra/lyrics),aura latin,https://www.youtube.com/watch?v=dm5bAaawfUg
The Grip,$Greed$,0,True,$greed$ aka: simon le greed - the grip 1994,$greed$,https://www.youtube.com/watch?v=Ax5AI4_1h10
I Know You Want It (feat. Pitbull & Bone Crusher),$Bags,0,True,i know you want it,$bags - topic,https://www.youtube.com/watch?v=VZUEOujmvc0
Texaco (feat. Gucci Mane),$Bags,1,True,texaco,$bags - topic,https://www.youtube.com/watch?v=M4iGoyHll2E
Ooh Wee,$Bags,0,True,ooh wee,$bags - topic,https://www.youtube.com/watch?v=Q93koMlLLQQ
$Tudio n Traphou$E $Ame Thing,$O$A IFGB,0,True,$tudio n traphou$e $ame thing,$o$a ifgb - topic,https://www.youtube.com/watch?v=va64fZm2eIg
Music and Me,$Bags,0,True,music and me,$bags - topic,https://www.youtube.com/watch?v=RErm21kF3aQ
Bmw,$O$A IFGB,1,True,bmw,$o$a ifgb - topic,https://www.youtube.com/watch?v=ltjiEyH4ECI
Fedex,$O$A IFGB,1,True,fedex,$o$a ifgb - topic,https://www.youtube.com/watch?v=VxnudvsGwR8
187,$O$A IFGB,0,True,187,$o$a ifgb - topic,https://www.youtube.com/watch?v=eNUCgYeSSaw
Versace,$O$A IFGB,1,True,higher,$o$a ifgb - topic,https://www.youtube.com/watch?v=_71Zgvi3nHQ
Atl,$O$A IFGB,0,True,atl,$o$a ifgb - topic,https://www.youtube.com/watch?v=2EKjdrpN1us
Fendi,$O$A IFGB,0,True,fendi,$o$a ifgb - topic,https://www.youtube.com/watch?v=9LVJ9wjyf_o
Monster (feat. Fat Pimp),$Pud Boom,5,True,alphabet bitches,$pud boom - topic,https://www.youtube.com/watch?v=4LqEKHkmg6E
South Side $Uicide (feat. Pouya),$Uicide Boy$,1,False,$uicideboy$ - south side $uicide ft. pouya (lyrics),promo sound,https://www.youtube.com/watch?v=qwwPtPKF8zA
Preach (Skit),$Wagg Dinero,0,True,preach (skit),$wagg dinero - topic,https://www.youtube.com/watch?v=g06HYDTK4FQ
Allergic,$Wagg Dinero,0,True,allergic,$wagg dinero - topic,https://www.youtube.com/watch?v=ph_HrEyhC0E
Aikiville,$Wagg Dinero,1,True,aikiville,$wagg dinero - topic,https://www.youtube.com/watch?v=haJXGKX3MqM
Gimme that Money,$acred G,0,True,gimme that money,$acred g - topic,https://www.youtube.com/watch?v=i9BWqKRNog0
Burn It Up,$acred G,2,True,always stay up,$acred g - topic,https://www.youtube.com/watch?v=qG3hBPI1sng
Always Stay Up,$acred G,0,True,always stay up,$acred g - topic,https://www.youtube.com/watch?v=qG3hBPI1sng
Remember,$acred G,0,True,remember,$acred g - topic,https://www.youtube.com/watch?v=yZrb_6AnM3E
We out Here,$Wagg Dinero,2,True,we out here,$wagg dinero - topic,https://www.youtube.com/watch?v=monw42hMCSA
What You Sayin,$acred G,0,True,what you sayin,$acred g - topic,https://www.youtube.com/watch?v=AZFWsm0NfW0
Used to Be,$acred G,0,True,used to be,$acred g - topic,https://www.youtube.com/watch?v=YJ6Z3sRJ5S4
Whip the Benz,$acred G,0,True,whip the benz,$acred g - topic,https://www.youtube.com/watch?v=sSDb5nM8w5M
Dolo,$teven Cannon,1,True,dolo,$teven cannon,https://www.youtube.com/watch?v=njziLzuaaSo
Just Be Happy,$avoy,0,True,just be happy,avoy - topic,https://www.youtube.com/watch?v=hXfRqijUy14
Adidas,$keam Fa Million$,1,True,adidas,$keam fa million$ - topic,https://www.youtube.com/watch?v=fep5TK8EzJ4
Champion of Death,$uicideboy$,0,True,champion of death,$uicideboy$,https://www.youtube.com/watch?v=lHEORabepeo
Freak,$toned Cold June,3,True,$toned cold june - significant other [prod. by damnkc] (official audio),june,https://www.youtube.com/watch?v=cyVSr9ccsqc
#1 Stunna,$uicideboy$,0,True,#1 stunna,$uicideboy$,https://www.youtube.com/watch?v=SKCLyPt3Ngs
Call Baby,$paceGhostLxve,0,True,#sorrynotsorry - 2016_$g88 - call baby,$paceghostlxve,https://www.youtube.com/watch?v=eJNgH8Y7i2E
Shattered Amethyst,$uicideboy$,1,False,$uicideboy$ - shattered amethyst (lyrics),hip hop/r&b lyrics,https://www.youtube.com/watch?v=lF--hJxhTPI
Memoirs of a Gorilla,$uicideboy$,0,True,memoirs of a gorilla,$uicideboy$,https://www.youtube.com/watch?v=B9eH5-g2JhU
Kill Yourself| Pt. II,$uicideboy$,0,True,$uicideboy$ - kill yourself (part ii),$uicideboy$,https://www.youtube.com/watch?v=ly9zUw2jVcc
Gold ('99-2000),$uicideboy$,0,True,$uicideboy$ - gold ('99-2000),$uicideboy$,https://www.youtube.com/watch?v=gZWXfp5NF3E
Chilly Gentilly (feat. Black Smurf),$uicideboy$,0,True,chilly gentilly,$uicideboy$,https://www.youtube.com/watch?v=z84S_-tV2Xs
Sleep Walk,$uicideboy$,0,True,sleep walk,$uicideboy$,https://www.youtube.com/watch?v=-nkEaVuKTTo
Fake Pontchartrain (feat. Key Nyata),$uicideboy$,8,False,$uicideboy$ x key nyata - fake pontchartrain // sub español & lyrics,sad lyrics,https://www.youtube.com/watch?v=YYPFkPB8THc
Lte,$uicideboy$,0,True,lte,$uicideboy$,https://www.youtube.com/watch?v=CaJZnHHP7Bo
Magazine,$uicideboy$,0,True,$uicideboy$ - magazine,$uicideboy$,https://www.youtube.com/watch?v=Nbe-h8Skv3Q
Fema Camps (feat. Black Smurf),$uicideboy$,0,True,fema camps,$uicideboy$,https://www.youtube.com/watch?v=ky4o709xUw4
Diemonds,$uicideboy$,0,True,diemonds,$uicideboy$,https://www.youtube.com/watch?v=bPz4qrlCcAU
Gloss of Blood,$uicideboy$,0,True,gloss of blood,$uicideboy$,https://www.youtube.com/watch?v=IdOaiKH7muc
Prince Tulip,$uicideboy$,4,True,king tulip,$uicideboy$,https://www.youtube.com/watch?v=O1-Ims-3RJU
Handzum Suicide (feat. Dylan Ross),$uicideboy$,0,False,$uicideboy$ - handzum suicide [feat rozz dyliams] (lyrics),hip hop/r&b lyrics,https://www.youtube.com/watch?v=XBrVARtT-_U
The Road to Hell Is Highway 59 (feat. Rvmirxz),$uicideboy$,0,True,the road to hell is highway 59,$uicideboy$,https://www.youtube.com/watch?v=XblUI9UeTpU
Tony Hawk Pro Skater 4,$uicideboy$,0,True,tony hawk pro skater 4,$uicideboy$,https://www.youtube.com/watch?v=gh8Hteo3Wfc
Slenderman (feat. Germ),$uicideboy$,0,True,slenderman,$uicideboy$,https://www.youtube.com/watch?v=7U4LJwe5w-o
Rag Round My Skull,$uicideboy$,0,True,$uicideboy$ - rag round my skull,$uicideboy$,https://www.youtube.com/watch?v=1AjsqSR_uIg
To Have and Have Not,$uicideboy$,0,True,$uicideboy$ - to have and have not [prod. $lim gucci],$uicideboy$,https://www.youtube.com/watch?v=90dvlc973d8
Mount Sinai,$uicideboy$,1,True,mount sinai,$uicideboy$,https://www.youtube.com/watch?v=78aIuzk8XMo
Stop Calling Us Horrorcore.,$uicideboy$,0,True,stop calling us horrorcore,$uicideboy$,https://www.youtube.com/watch?v=9l6H2KKGLww
If You Were to Get What You Deserve| You Would Know What the Bottom of a Tire Tastes Like,$uicideboy$,0,True,"if you were to get what you deserve, you would know what the bottom of a tire tastes like",$uicideboy$,https://www.youtube.com/watch?v=dJe8puGYkwg
Aphrodite {The Aquatic Ape Theory},$uicideboy$,0,False,$uicideboy$ - aphrodite{the aquatic ape theory} (lyrics),ok,https://www.youtube.com/watch?v=GKL40aE4UEw
Malebranche,$uicideboy$,0,True,malebranche,$uicideboy$,https://www.youtube.com/watch?v=G6fnhHZ0WmQ
Back from da Dead,$uicideboy$,0,True,back from the dead,$uicideboy$,https://www.youtube.com/watch?v=t-CPhoDWCzk
Goosebumps,$uicideboy$,0,True,goosebumps,$uicideboy$,https://www.youtube.com/watch?v=Bel34nfs428
Saturn Sunrise,$uicideboy$,0,True,saturn sunrise,$uicideboy$,https://www.youtube.com/watch?v=XpihZGSu7Yg
The Sacred,$uicideboy$,0,True,the sacred,$uicideboy$,https://www.youtube.com/watch?v=FVkfAuNaw9E
